R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.5280898876404494,0.32142857142857145,0.5161290322580645,0.5454545454545454
1,0.39325842696629215,0.6428571428571429,0.3870967741935484,0.45454545454545453
3,0.0449438202247191,0.03571428571428571,0.06451612903225806,0.0
5,0.033707865168539325,0.0,0.03225806451612903,0.0
