R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.6025641025641025,0.11538461538461539,0.20512820512820512,0.07692307692307693
1,0.5,0.2571428571428571,0.17142857142857143,0.07142857142857142
3,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0
5,0.75,0.0,0.25,0.0
