R:A::C:P,0 1,2 3 4,5 6
0 1,0.75,0.503448275862069,0.4936708860759494
2 3 4,0.20394736842105263,0.38620689655172413,0.379746835443038
5 6,0.046052631578947366,0.1103448275862069,0.12658227848101267
