R:A::C:P,0,1,2 4,3 5 6
0,0.40476190476190477,0.17857142857142858,0.20454545454545456,0.08888888888888889
1,0.42857142857142855,0.6428571428571429,0.38636363636363635,0.37777777777777777
2 4,0.11904761904761904,0.14285714285714285,0.29545454545454547,0.4222222222222222
3 5 6,0.047619047619047616,0.03571428571428571,0.11363636363636363,0.1111111111111111
