R:A::C:P,0,1,2 4,3 5 6
0,0.4857142857142857,0.14285714285714285,0.2571428571428571,0.11428571428571428
1,0.2571428571428571,0.2571428571428571,0.24285714285714285,0.24285714285714285
2 4,0.12195121951219512,0.0975609756097561,0.3170731707317073,0.4634146341463415
3 5 6,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.38461538461538464
