R:A::C:P,0 4,1,2 3 6,5
0 4,0.04454022988505747,0.017241379310344827,0.033764367816091954,0.010057471264367816
1,0.10201149425287356,0.07255747126436782,0.08117816091954023,0.017959770114942528
2 3 6,0.15014367816091953,0.06968390804597702,0.2471264367816092,0.08477011494252873
5,0.022270114942528736,0.008620689655172414,0.028735632183908046,0.009339080459770116
