R:A::C:P,0 1,2 5,3 6,4
0 1,0.6511627906976745,0.18604651162790697,0.06976744186046512,0.09302325581395349
2 5,0.3,0.43333333333333335,0.2,0.06666666666666667
3 6,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
4,0.25,0.25,0.25,0.25
