R:A::C:P,0,1 3 5,2,4 6
0,0.40476190476190477,0.12857142857142856,0.08,0.3181818181818182
1 3 5,0.4523809523809524,0.5571428571428572,0.56,0.4090909090909091
2,0.09523809523809523,0.2714285714285714,0.32,0.13636363636363635
4 6,0.047619047619047616,0.04285714285714286,0.04,0.13636363636363635
