R:A::C:P,0,1,2 6,3,4 5
0,0.5,0.11904761904761904,0.16666666666666666,0.07142857142857142,0.14285714285714285
1,0.2894736842105263,0.12280701754385964,0.2982456140350877,0.11403508771929824,0.17543859649122806
2 6,0.13333333333333333,0.15,0.3333333333333333,0.18333333333333332,0.2
3,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.25
4 5,0.15789473684210525,0.0,0.3684210526315789,0.21052631578947367,0.2631578947368421
