R:A::C:P,0 3,1 6,2 4 5
0 3,0.052496798975672214,0.040973111395646605,0.06402048655569782
1 6,0.15108834827144688,0.17797695262483995,0.1702944942381562
2 4 5,0.09218950064020487,0.08322663252240717,0.1677336747759283
