R:A::C:P,0,1,2 3 4,5 6
0,0.053231939163498096,0.022813688212927757,0.039923954372623575,0.013307984790874524
1,0.12737642585551331,0.0817490494296578,0.1634980988593156,0.057034220532319393
2 3 4,0.043726235741444866,0.04752851711026616,0.14638783269961977,0.08365019011406843
5 6,0.022813688212927757,0.011406844106463879,0.057034220532319393,0.028517110266159697
