R:A::C:P,0 1,2 6,3,4,5
0 1,0.75,0.5238095238095238,0.5405405405405406,0.49122807017543857,0.36
2 6,0.19736842105263158,0.3142857142857143,0.24324324324324326,0.2807017543859649,0.36
3,0.013157894736842105,0.0761904761904762,0.08108108108108109,0.08771929824561403,0.16
4,0.013157894736842105,0.0380952380952381,0.02702702702702703,0.12280701754385964,0.0
5,0.02631578947368421,0.047619047619047616,0.10810810810810811,0.017543859649122806,0.12
