R:A::C:P,0,1,2,3 4,5 6
0,0.2153846153846154,0.13953488372093023,0.10638297872340426,0.09166666666666666,0.07291666666666667
1,0.5153846153846153,0.5,0.425531914893617,0.38333333333333336,0.3125
2,0.13076923076923078,0.23255813953488372,0.2553191489361702,0.25833333333333336,0.19791666666666666
3 4,0.046153846153846156,0.05813953488372093,0.14893617021276595,0.06666666666666667,0.2604166666666667
5 6,0.09230769230769231,0.06976744186046512,0.06382978723404255,0.2,0.15625
