R:A::C:P,0 2 4 5,1,3 6
0 2 4 5,0.7049180327868853,0.18032786885245902,0.11475409836065574
1,0.5254237288135594,0.3728813559322034,0.1016949152542373
3 6,0.3333333333333333,0.0,0.6666666666666666
