R:A::C:P,0,1,2 3 6,4 5
0,0.022988505747126436,0.013649425287356323,0.008620689655172414,0.007902298850574713
1,0.06609195402298851,0.07255747126436782,0.08117816091954023,0.05387931034482758
2 3 6,0.07543103448275862,0.06968390804597702,0.2471264367816092,0.15948275862068967
4 5,0.017959770114942528,0.01221264367816092,0.05387931034482758,0.03735632183908046
