R:A::C:P,0,1,2 4 5,3 6
0,0.022988505747126436,0.013649425287356323,0.01293103448275862,0.0035919540229885057
1,0.06609195402298851,0.07255747126436782,0.08189655172413793,0.05316091954022988
2 4 5,0.04597701149425287,0.048132183908045974,0.1343390804597701,0.09051724137931035
3 6,0.04741379310344827,0.033764367816091954,0.15014367816091953,0.12284482758620689
