R:A::C:P,0,1,2 4 5,3 6
0,0.12598425196850394,0.0811965811965812,0.03409090909090909,0.013297872340425532
1,0.36220472440944884,0.43162393162393164,0.2159090909090909,0.19680851063829788
2 4 5,0.25196850393700787,0.2863247863247863,0.3541666666666667,0.3351063829787234
3 6,0.25984251968503935,0.20085470085470086,0.3958333333333333,0.45478723404255317
