R:A::C:P,0,1,2 4 5,3 6
0,0.43243243243243246,0.25675675675675674,0.24324324324324326,0.06756756756756757
1,0.24146981627296588,0.2650918635170604,0.2992125984251969,0.1942257217847769
2 4 5,0.14414414414414414,0.15090090090090091,0.42117117117117114,0.28378378378378377
3 6,0.13387423935091278,0.09533468559837728,0.4239350912778905,0.34685598377281945
