R:A::C:P,0 1,2,3,4,5 6
0 1,0.4702549575070821,0.11614730878186968,0.10198300283286119,0.09915014164305949,0.21246458923512748
2,0.313953488372093,0.1744186046511628,0.13953488372093023,0.14534883720930233,0.22674418604651161
3,0.24,0.18,0.18,0.12,0.28
4,0.20512820512820512,0.23076923076923078,0.10256410256410256,0.1794871794871795,0.28205128205128205
5 6,0.25748502994011974,0.10179640718562874,0.1317365269461078,0.19760479041916168,0.31137724550898205
