R:A::C:P,0,1 5,2 6,3 4
0,0.5,0.14285714285714285,0.16666666666666666,0.19047619047619047
1 5,0.28688524590163933,0.1721311475409836,0.3114754098360656,0.22950819672131148
2 6,0.13333333333333333,0.25,0.3333333333333333,0.2833333333333333
3 4,0.043478260869565216,0.13043478260869565,0.30434782608695654,0.5217391304347826
