R:A::C:P,0,1 2,3 4,5 6
0,0.16911764705882354,0.07509881422924901,0.0845771144278607,0.07329842931937172
1 2,0.6102941176470589,0.6561264822134387,0.5124378109452736,0.5235602094240838
3 4,0.08088235294117647,0.1067193675889328,0.12935323383084577,0.13089005235602094
5 6,0.13970588235294118,0.16205533596837945,0.2736318407960199,0.27225130890052357
