R:A::C:P,0,1 2,3 4,5 6
0,0.3150684931506849,0.2602739726027397,0.2328767123287671,0.1917808219178082
1 2,0.1836283185840708,0.3672566371681416,0.22787610619469026,0.22123893805309736
3 4,0.12359550561797752,0.30337078651685395,0.29213483146067415,0.2808988764044944
5 6,0.11377245508982035,0.24550898203592814,0.32934131736526945,0.31137724550898205
