R:A::C:P,0,1 3 5,2 4 6
0,0.5,0.21428571428571427,0.2857142857142857
1 3 5,0.26119402985074625,0.3208955223880597,0.417910447761194
2 4 6,0.1267605633802817,0.39436619718309857,0.4788732394366197
