R:A::C:P,0 2,1,3 6,4 5
0 2,0.3853211009174312,0.4482758620689655,0.38095238095238093,0.3695652173913043
1,0.5045871559633027,0.4827586206896552,0.3968253968253968,0.43478260869565216
3 6,0.03669724770642202,0.06896551724137931,0.12698412698412698,0.08695652173913043
4 5,0.07339449541284404,0.0,0.09523809523809523,0.10869565217391304
