R:A::C:P,0 4 5,1 6,2 3
0 4 5,0.6263736263736264,0.1978021978021978,0.17582417582417584
1 6,0.44505494505494503,0.3241758241758242,0.23076923076923078
2 3,0.3592233009708738,0.34951456310679613,0.2912621359223301
