R:A::C:P,0 3 4,1 5,2,6
0 3 4,0.3230769230769231,0.2,0.20454545454545456,0.17857142857142858
1 5,0.4846153846153846,0.4666666666666667,0.5681818181818182,0.4642857142857143
2,0.16153846153846155,0.28888888888888886,0.22727272727272727,0.35714285714285715
6,0.03076923076923077,0.044444444444444446,0.0,0.0
