R:A::C:P,0,1 6,2,3 4 5
0,0.48148148148148145,0.25925925925925924,0.037037037037037035,0.2222222222222222
1 6,0.23333333333333334,0.36666666666666664,0.15,0.25
2,0.14814814814814814,0.14814814814814814,0.3333333333333333,0.37037037037037035
3 4 5,0.16666666666666666,0.16666666666666666,0.25,0.4166666666666667
