R:A::C:P,0,1 6,2,3 4 5
0,0.3939393939393939,0.2,0.045454545454545456,0.16666666666666666
1 6,0.42424242424242425,0.6285714285714286,0.4090909090909091,0.4166666666666667
2,0.12121212121212122,0.11428571428571428,0.4090909090909091,0.2777777777777778
3 4 5,0.06060606060606061,0.05714285714285714,0.13636363636363635,0.1388888888888889
