                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    016-2-34-5   47.80%     35.74%     30.20%     13.84%  
                    01-246-3-5   47.17%     29.67%     27.54%     9.78%   
                    023-14-5-6   47.17%     24.56%     24.68%     2.19%   
                    025-13-4-6   47.17%     34.78%     30.82%     9.62%   
                    03-125-4-6   47.17%     35.02%     29.73%     11.12%  
                    04-1-235-6   47.17%     39.21%     35.72%     20.14%  
                    04-135-2-6   47.17%     34.59%     33.29%     13.24%  
                    0-125-36-4   46.54%     43.00%     35.12%     18.74%  
                    01-2-356-4   46.54%     40.02%     33.43%     17.46%  
                    01-24-3-56   46.54%     33.05%     29.35%     11.81%  
                    01-24-35-6   46.54%     28.55%     27.05%     8.94%   
                    01-24-36-5   46.54%     30.07%     27.71%     9.89%   
                    01-26-35-4   46.54%     38.29%     32.98%     16.73%  
                    016-24-3-5   46.54%     28.85%     26.67%     8.10%   
                    023-15-4-6   46.54%     34.27%     29.74%     9.02%   
                    04-13-25-6   46.54%     35.93%     34.51%     15.08%  
                    04-15-23-6   46.54%     38.46%     35.62%     18.32%  
                    045-12-3-6   46.54%     33.85%     28.82%     12.36%  
                    05-124-3-6   46.54%     31.68%     27.71%     7.46%   
                    05-134-2-6   46.54%     32.39%     31.85%     10.85%  
                    06-125-3-4   46.54%     41.82%     34.20%     17.73%  
                    0-1-2345-6   45.91%     36.84%     33.99%     17.64%  
                    0-1246-3-5   45.91%     31.23%     28.03%     7.29%   
                    0-125-3-46   45.91%     39.42%     33.33%     16.53%  
                    0-134-26-5   45.91%     32.78%     33.05%     12.21%  
                    0-14-235-6   45.91%     37.02%     34.87%     16.30%  
                    01-26-3-45   45.91%     34.72%     30.67%     14.18%  
                    016-2-35-4   45.91%     37.20%     31.77%     14.68%  
                    02-135-4-6   45.91%     33.98%     30.08%     8.07%   
                    0236-1-4-5   45.91%     33.81%     29.48%     10.34%  
                    03-124-5-6   45.91%     24.21%     23.34%     0.94%   
                    04-126-3-5   45.91%     33.95%     29.50%     12.81%  
                    0-124-3-56   45.28%     35.16%     30.38%     10.47%  
                    0-124-35-6   45.28%     30.67%     28.08%     7.61%   
                    0-124-36-5   45.28%     32.19%     28.73%     8.56%   
                    0-134-2-56   45.28%     35.88%     34.52%     13.86%  
                    0-1346-2-5   45.28%     31.69%     31.89%     10.39%  
                    0-145-23-6   45.28%     36.04%     34.41%     14.33%  
                    0-15-234-6   45.28%     36.58%     34.22%     16.26%  
                    01-2-3-456   45.28%     34.53%     30.33%     13.74%  
                    01-2-35-46   45.28%     34.84%     31.02%     14.26%  
                    01-2-36-45   45.28%     34.84%     30.50%     13.92%  
                    016-2-3-45   45.28%     33.63%     29.46%     12.13%  
                    0245-1-3-6   45.28%     29.82%     26.50%     7.61%   
                    04-1-236-5   45.28%     38.21%     35.52%     19.70%  
                    04-12-3-56   45.28%     37.83%     31.78%     15.76%  
                    04-12-35-6   45.28%     33.34%     29.48%     12.90%  
                    04-12-36-5   45.28%     34.86%     30.14%     13.85%  
                    045-1-23-6   45.28%     37.30%     34.17%     17.85%  
                    045-13-2-6   45.28%     33.44%     32.05%     12.37%  
                    046-12-3-5   45.28%     33.48%     29.11%     12.67%  
                    06-124-3-5   45.28%     31.02%     27.81%     7.55%   
                    06-134-2-5   45.28%     31.73%     31.95%     10.94%  
                    0-1-2356-4   44.65%     46.84%     40.09%     25.05%  
                    04-13-26-5   44.65%     34.33%     33.54%     14.12%  
                    0-1-2346-5   44.03%     36.07%     33.89%     17.39%  
                    0-14-236-5   44.03%     36.03%     34.67%     15.86%  
                    023-1-4-56   44.03%     37.10%     31.25%     11.95%  
                    026-13-4-5   44.03%     33.40%     29.96%     8.65%   
                    04-1-23-56   44.03%     41.29%     37.13%     21.25%  
                    04-13-2-56   44.03%     37.43%     35.00%     15.77%  
                    04-136-2-5   44.03%     33.31%     32.43%     12.48%  
                    046-1-23-5   44.03%     36.93%     34.47%     18.15%  
                    046-13-2-5   44.03%     33.07%     32.34%     12.68%  
                    05-1-234-6   44.03%     35.92%     33.06%     16.17%  
                    05-12-34-6   44.03%     38.75%     30.96%     14.97%  
                    05-14-23-6   44.03%     35.61%     33.61%     14.40%  
                    0-126-34-5   43.40%     38.36%     31.34%     15.03%  
                    0-13-256-4   43.40%     43.57%     39.07%     19.88%  
                    0-135-24-6   43.40%     32.11%     31.60%     9.73%   
                    0-135-26-4   43.40%     41.84%     37.53%     17.51%  
                    0-1356-2-4   43.40%     41.09%     36.73%     16.41%  
                    0-15-236-4   43.40%     45.74%     39.73%     22.70%  
                    023-1-45-6   43.40%     29.04%     26.64%     6.54%   
                    023-1-46-5   43.40%     30.55%     27.82%     7.83%   
                    023-16-4-5   43.40%     32.75%     28.30%     7.93%   
                    024-15-3-6   43.40%     29.39%     26.39%     6.22%   
                    035-12-4-6   43.40%     34.16%     28.44%     9.65%   
                    04-16-23-5   43.40%     36.94%     34.19%     17.22%  
                    0-1-234-56   42.77%     39.40%     35.73%     19.19%  
                    0-12-34-56   42.77%     42.24%     33.63%     17.98%  
                    0-12-345-6   42.77%     35.89%     30.43%     13.88%  
                    0-12-346-5   42.77%     37.62%     31.34%     15.19%  
                    0-13-245-6   42.77%     32.86%     32.17%     10.95%  
                    0-14-23-56   42.77%     39.10%     36.28%     17.41%  
                    02-13-4-56   42.77%     36.83%     31.80%     10.61%  
                    02-136-4-5   42.77%     32.71%     29.22%     7.31%   
                    025-14-3-6   42.77%     29.27%     26.43%     5.77%   
                    05-126-3-4   42.77%     40.82%     32.54%     15.72%  
                    056-12-3-4   42.77%     41.13%     32.80%     16.47%  
                    06-1-234-5   42.77%     35.26%     33.17%     16.26%  
                    06-1-235-4   42.77%     45.42%     38.87%     23.14%  
                    06-12-34-5   42.77%     38.09%     31.06%     15.06%  
                    06-135-2-4   42.77%     40.80%     36.44%     16.24%  
                    06-14-23-5   42.77%     34.95%     33.72%     14.49%  
                    0-1-235-46   42.14%     43.02%     38.01%     21.95%  
                    0-135-2-46   42.14%     38.40%     35.57%     15.04%  
                    0-136-25-4   42.14%     42.17%     37.65%     17.72%  
                    0-146-23-5   42.14%     34.71%     33.36%     13.48%  
                    0-156-23-4   42.14%     44.78%     38.83%     21.03%  
                    0-16-234-5   42.14%     35.06%     32.78%     15.16%  
                    0-16-235-4   42.14%     45.22%     38.49%     22.04%  
                    02-13-45-6   42.14%     28.76%     27.19%     5.19%   
                    02-13-46-5   42.14%     30.28%     28.37%     6.48%   
                    0246-1-3-5   42.14%     28.64%     25.89%     6.97%   
                    03-126-4-5   42.14%     33.36%     28.17%     9.20%   
                    034-1-25-6   42.14%     33.35%     30.73%     13.47%  
                    034-15-2-6   42.14%     32.02%     29.72%     11.23%  
                    036-12-4-5   42.14%     33.64%     28.41%     9.84%   
                    05-1-236-4   42.14%     45.08%     38.57%     22.62%  
                    05-12-36-4   42.14%     41.72%     33.18%     16.76%  
                    06-13-25-4   42.14%     42.14%     37.66%     18.09%  
                    06-15-23-4   42.14%     44.67%     38.78%     21.32%  
                    0-12-356-4   41.51%     42.33%     34.18%     17.91%  
                    0-126-35-4   41.51%     39.82%     32.91%     15.88%  
                    0-13-25-46   41.51%     39.74%     36.79%     16.89%  
                    0-15-23-46   41.51%     42.27%     37.91%     20.13%  
                    025-1-34-6   41.51%     35.86%     29.13%     11.83%  
                    0256-1-3-4   41.51%     38.62%     31.37%     14.08%  
                    03-12-4-56   41.51%     37.24%     30.46%     12.16%  
                    0345-1-2-6   41.51%     31.18%     28.78%     11.08%  
                    05-12-3-46   41.51%     38.15%     31.40%     14.55%  
                    05-13-24-6   41.51%     31.46%     30.65%     9.25%   
                    05-13-26-4   41.51%     41.19%     36.58%     17.03%  
                    056-1-23-4   41.51%     44.58%     38.15%     21.96%  
                    056-13-2-4   41.51%     40.73%     36.02%     16.48%  
                    0-126-3-45   40.88%     36.25%     30.60%     13.32%  
                    0-13-246-5   40.88%     31.58%     31.50%     10.24%  
                    02-145-3-6   40.88%     28.25%     25.54%     3.68%   
                    024-1-3-56   40.88%     32.21%     27.90%     9.15%   
                    024-1-35-6   40.88%     27.72%     25.59%     6.29%   
                    024-1-36-5   40.88%     29.24%     26.25%     7.23%   
                    03-12-45-6   40.88%     29.17%     25.85%     6.74%   
                    03-12-46-5   40.88%     30.69%     27.03%     8.03%   
                    05-136-2-4   40.88%     40.18%     35.48%     15.39%  
                    06-12-35-4   40.88%     39.55%     32.63%     15.90%  
                    0-1-236-45   40.25%     40.51%     36.63%     20.22%  
                    0-12-3-456   40.25%     36.83%     31.08%     14.19%  
                    0-12-35-46   40.25%     37.15%     31.77%     14.71%  
                    0-12-36-45   40.25%     37.15%     31.24%     14.36%  
                    0-13-24-56   40.25%     34.95%     33.32%     12.26%  
                    0-136-24-5   40.25%     30.83%     30.74%     8.97%   
                    024-16-3-5   40.25%     27.87%     24.95%     5.12%   
                    034-1-26-5   40.25%     31.74%     29.76%     12.51%  
                    0346-1-2-5   40.25%     30.94%     28.98%     11.59%  
                    04-1-256-3   40.25%     40.24%     35.53%     19.88%  
                    05-1-23-46   40.25%     41.61%     36.75%     20.04%  
                    05-13-2-46   40.25%     37.75%     34.62%     14.56%  
                    05-16-23-4   40.25%     43.81%     37.23%     20.14%  
                    06-12-3-45   40.25%     35.98%     30.32%     13.35%  
                    06-13-24-5   40.25%     30.80%     30.76%     9.34%   
                    0-13-26-45   39.62%     36.62%     34.64%     14.63%  
                    02-15-34-6   39.62%     35.07%     28.61%     9.89%   
                    025-1-36-4   39.62%     38.83%     31.36%     13.63%  
                    026-14-3-5   39.62%     27.88%     25.58%     4.80%   
                    034-1-2-56   39.62%     34.84%     31.23%     14.16%  
                    04-15-26-3   39.62%     38.52%     34.21%     17.11%  
                    0-1-23-456   38.99%     40.29%     36.43%     19.68%  
                    0-13-2-456   38.99%     36.43%     34.30%     14.20%  
                    0-136-2-45   38.99%     35.60%     33.53%     12.99%  
                    0-14-256-3   38.99%     38.05%     34.68%     16.04%  
                    025-1-3-46   38.99%     35.26%     29.57%     11.42%  
                    025-16-3-4   38.99%     37.46%     30.05%     11.51%  
                    026-15-3-4   38.99%     37.60%     30.63%     11.64%  
                    034-16-2-5   38.99%     30.50%     28.28%     10.13%  
                    04-1-25-36   38.99%     39.98%     35.05%     19.09%  
                    04-15-2-36   38.99%     38.65%     34.04%     16.85%  
                    04-156-2-3   38.99%     37.59%     33.17%     15.54%  
                    046-1-25-3   38.99%     38.60%     34.02%     17.91%  
                    046-15-2-3   38.99%     37.27%     33.01%     15.67%  
                    06-1-23-45   38.99%     39.43%     35.67%     18.84%  
                    06-13-2-45   38.99%     35.58%     33.55%     13.36%  
                    0-145-26-3   38.36%     36.11%     32.99%     13.12%  
                    0-16-23-45   38.36%     39.24%     35.29%     17.74%  
                    02-14-3-56   38.36%     31.31%     27.42%     6.76%   
                    02-14-35-6   38.36%     26.82%     25.11%     3.90%   
                    02-14-36-5   38.36%     28.33%     25.77%     4.85%   
                    026-1-34-5   38.36%     34.47%     28.27%     10.86%  
                    03-14-25-6   38.36%     29.82%     28.80%     7.63%   
                    03-145-2-6   38.36%     28.26%     27.42%     5.24%   
                    04-16-25-3   38.36%     38.61%     33.75%     16.98%  
                    045-1-26-3   38.36%     37.36%     32.76%     16.64%  
                    0456-1-2-3   38.36%     36.64%     32.01%     15.85%  
                    0-1-256-34   37.74%     44.64%     37.38%     22.10%  
                    0-14-25-36   37.74%     37.80%     34.20%     15.26%  
                    0-145-2-36   37.74%     36.24%     32.82%     12.86%  
                    0-1456-2-3   37.74%     35.11%     31.91%     11.45%  
                    02-146-3-5   37.74%     26.92%     24.49%     2.83%   
                    02-15-36-4   37.74%     38.05%     30.83%     11.69%  
                    02-156-3-4   37.74%     36.98%     29.97%     10.38%  
                    035-14-2-6   37.74%     28.24%     27.28%     5.81%   
                    045-1-2-36   37.74%     37.49%     32.59%     16.38%  
                    06-14-25-3   37.74%     36.62%     33.28%     14.24%  
                    06-145-2-3   37.74%     35.06%     31.90%     11.85%  
                    0-146-25-3   37.11%     36.38%     32.92%     13.24%  
                    0-15-26-34   37.11%     42.93%     36.06%     19.33%  
                    02-1-34-56   37.11%     37.90%     30.11%     12.82%  
                    02-1-345-6   37.11%     31.55%     26.91%     8.72%   
                    02-1-346-5   37.11%     33.29%     27.83%     10.03%  
                    02-15-3-46   37.11%     34.48%     29.04%     9.48%   
                    04-1-2-356   37.11%     38.59%     33.87%     17.91%  
                    04-1-26-35   37.11%     36.86%     33.42%     17.18%  
                    045-16-2-3   37.11%     36.12%     31.28%     14.27%  
                    05-14-26-3   37.11%     35.67%     32.20%     13.19%  
                    056-14-2-3   37.11%     35.21%     31.64%     12.64%  
                    0-1-2456-3   36.48%     36.88%     32.85%     15.38%  
                    0-1-25-346   36.48%     42.75%     36.25%     20.44%  
                    0-15-2-346   36.48%     41.42%     35.24%     18.20%  
                    0-156-2-34   36.48%     41.99%     35.02%     17.77%  
                    02-16-34-5   36.48%     33.55%     27.17%     8.80%   
                    026-1-35-4   36.48%     35.93%     29.84%     11.71%  
                    03-1-256-4   36.48%     39.64%     34.21%     16.27%  
                    03-14-26-5   36.48%     28.21%     27.83%     6.67%   
                    036-14-2-5   36.48%     27.72%     27.25%     6.01%   
                    046-1-2-35   36.48%     35.61%     32.22%     15.74%  
                    05-14-2-36   36.48%     35.80%     32.02%     12.93%  
                    06-1-25-34   36.48%     43.21%     35.97%     20.30%  
                    06-15-2-34   36.48%     41.89%     34.96%     18.06%  
                    0-14-2-356   35.85%     36.41%     33.02%     14.08%  
                    0-14-26-35   35.85%     34.67%     32.57%     13.34%  
                    0-15-246-3   35.85%     35.78%     32.18%     13.23%  
                    0-16-25-34   35.85%     43.02%     35.59%     19.20%  
                    02-1-356-4   35.85%     37.99%     30.66%     12.75%  
                    026-1-3-45   35.85%     32.36%     27.53%     9.16%   
                    03-1-245-6   35.85%     28.93%     27.31%     7.34%   
                    03-14-2-56   35.85%     31.32%     29.30%     8.32%   
                    03-15-24-6   35.85%     28.20%     26.95%     5.72%   
                    03-15-26-4   35.85%     37.93%     32.89%     13.50%  
                    0356-1-2-4   35.85%     37.61%     32.10%     13.82%  
                    036-1-25-4   35.85%     38.76%     33.32%     15.09%  
                    036-15-2-4   35.85%     37.44%     32.31%     12.85%  
                    04-16-2-35   35.85%     35.62%     31.94%     14.81%  
                    05-1-26-34   35.85%     42.26%     34.90%     19.25%  
                    05-146-2-3   35.85%     34.39%     30.75%     10.91%  
                    056-1-2-34   35.85%     41.80%     34.33%     18.70%  
                    0-1-245-36   35.22%     36.90%     32.71%     14.96%  
                    0-15-24-36   35.22%     36.17%     32.35%     13.34%  
                    0-156-24-3   35.22%     35.11%     31.49%     12.03%  
                    03-146-2-5   35.22%     26.93%     26.38%     4.39%   
                    03-156-2-4   35.22%     36.99%     31.85%     11.94%  
                    035-1-24-6   35.22%     27.94%     26.45%     6.14%   
                    035-1-26-4   35.22%     37.67%     32.38%     13.92%  
                    05-1-2-346   35.22%     40.76%     34.08%     18.11%  
                    06-1-245-3   35.22%     35.73%     31.79%     13.95%  
                    06-14-2-35   35.22%     33.63%     31.47%     12.07%  
                    06-15-24-3   35.22%     35.00%     31.43%     12.33%  
                    0-1-2-3456   34.59%     39.45%     34.15%     18.01%  
                    0-1-26-345   34.59%     39.40%     34.36%     18.16%  
                    0-146-2-35   34.59%     33.39%     31.11%     11.06%  
                    0-16-245-3   34.59%     35.54%     31.41%     12.85%  
                    02-1-3-456   34.59%     32.50%     27.56%     9.02%   
                    02-1-35-46   34.59%     32.81%     28.25%     9.54%   
                    02-1-36-45   34.59%     32.81%     27.73%     9.20%   
                    02-16-35-4   34.59%     35.01%     28.73%     9.64%   
                    03-1-25-46   34.59%     35.81%     31.94%     13.28%  
                    03-15-2-46   34.59%     34.49%     30.93%     11.04%  
                    03-16-25-4   34.59%     38.02%     32.42%     13.37%  
                    05-1-246-3   34.59%     35.11%     31.02%     13.15%  
                    05-16-2-34   34.59%     41.02%     33.42%     16.88%  
                    056-1-24-3   34.59%     34.91%     30.80%     12.96%  
                    02-16-3-45   33.96%     31.44%     26.43%     7.09%   
                    03-1-246-5   33.96%     27.65%     26.65%     6.63%   
                    035-1-2-46   33.96%     34.23%     30.42%     11.46%  
                    035-16-2-4   33.96%     36.43%     30.90%     11.55%  
                    036-1-24-5   33.96%     27.42%     26.41%     6.34%   
                    05-1-24-36   33.96%     35.51%     31.19%     13.26%  
                    06-1-2-345   33.96%     38.36%     33.27%     16.89%  
                    0-1-24-356   33.33%     36.11%     32.18%     14.40%  
                    0-1-246-35   33.33%     34.11%     31.39%     13.30%  
                    0-16-2-345   33.33%     38.16%     32.89%     15.79%  
                    03-1-24-56   33.33%     31.02%     28.46%     8.65%   
                    05-16-24-3   33.33%     34.14%     29.89%     11.14%  
                    03-1-26-45   32.70%     32.69%     29.79%     11.02%  
                    03-16-24-5   32.70%     26.68%     25.52%     4.62%   
                    036-1-2-45   32.70%     32.20%     29.21%     10.36%  
                    06-1-24-35   32.70%     33.34%     30.64%     12.40%  
                    0-16-24-35   32.08%     33.14%     30.25%     11.30%  
                    03-1-2-456   32.08%     32.50%     29.44%     10.58%  
                    03-16-2-45   31.45%     31.45%     28.31%     8.65%   


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-2356-4   44.65%     46.84%     40.09%     25.05%  
                    0-15-236-4   43.40%     45.74%     39.73%     22.70%  
                    06-1-235-4   42.77%     45.42%     38.87%     23.14%  
                    0-16-235-4   42.14%     45.22%     38.49%     22.04%  
                    05-1-236-4   42.14%     45.08%     38.57%     22.62%  
                    0-156-23-4   42.14%     44.78%     38.83%     21.03%  
                    06-15-23-4   42.14%     44.67%     38.78%     21.32%  
                    0-1-256-34   37.74%     44.64%     37.38%     22.10%  
                    056-1-23-4   41.51%     44.58%     38.15%     21.96%  
                    05-16-23-4   40.25%     43.81%     37.23%     20.14%  
                    0-13-256-4   43.40%     43.57%     39.07%     19.88%  
                    06-1-25-34   36.48%     43.21%     35.97%     20.30%  
                    0-16-25-34   35.85%     43.02%     35.59%     19.20%  
                    0-1-235-46   42.14%     43.02%     38.01%     21.95%  
                    0-125-36-4   46.54%     43.00%     35.12%     18.74%  
                    0-15-26-34   37.11%     42.93%     36.06%     19.33%  
                    0-1-25-346   36.48%     42.75%     36.25%     20.44%  
                    01-23-4-56   53.46%     42.71%     36.70%     20.80%  
                    0-123-4-56   56.60%     42.56%     37.00%     20.27%  
                    0-12-356-4   41.51%     42.33%     34.18%     17.91%  
                    0-1256-3-4   47.80%     42.27%     34.69%     18.29%  
                    0-15-23-46   41.51%     42.27%     37.91%     20.13%  
                    05-1-26-34   35.85%     42.26%     34.90%     19.25%  
                    0-12-34-56   42.77%     42.24%     33.63%     17.98%  
                    0-136-25-4   42.14%     42.17%     37.65%     17.72%  
                    06-13-25-4   42.14%     42.14%     37.66%     18.09%  
                    0-156-2-34   36.48%     41.99%     35.02%     17.77%  
                    06-15-2-34   36.48%     41.89%     34.96%     18.06%  
                    0-135-26-4   43.40%     41.84%     37.53%     17.51%  
                    06-125-3-4   46.54%     41.82%     34.20%     17.73%  
                    056-1-2-34   35.85%     41.80%     34.33%     18.70%  
                    05-12-36-4   42.14%     41.72%     33.18%     16.76%  
                    01-256-3-4   49.69%     41.67%     35.10%     19.43%  
                    05-1-23-46   40.25%     41.61%     36.75%     20.04%  
                    0-15-2-346   36.48%     41.42%     35.24%     18.20%  
                    01-25-36-4   48.43%     41.41%     34.61%     18.64%  
                    04-1-23-56   44.03%     41.29%     37.13%     21.25%  
                    05-13-26-4   41.51%     41.19%     36.58%     17.03%  
                    056-12-3-4   42.77%     41.13%     32.80%     16.47%  
                    0-1356-2-4   43.40%     41.09%     36.73%     16.41%  
                    05-16-2-34   34.59%     41.02%     33.42%     16.88%  
                    05-126-3-4   42.77%     40.82%     32.54%     15.72%  
                    06-135-2-4   42.77%     40.80%     36.44%     16.24%  
                    05-1-2-346   35.22%     40.76%     34.08%     18.11%  
                    056-13-2-4   41.51%     40.73%     36.02%     16.48%  
                    01-235-4-6   56.60%     40.63%     35.29%     19.69%  
                    0-1-236-45   40.25%     40.51%     36.63%     20.22%  
                    0-1-23-456   38.99%     40.29%     36.43%     19.68%  
                    0-1235-4-6   62.89%     40.25%     35.86%     19.49%  
                    04-1-256-3   40.25%     40.24%     35.53%     19.88%  
                    016-25-3-4   48.43%     40.19%     33.57%     16.85%  
                    05-136-2-4   40.88%     40.18%     35.48%     15.39%  
                    015-2-36-4   50.31%     40.07%     33.41%     16.79%  
                    01-2-356-4   46.54%     40.02%     33.43%     17.46%  
                    0-125-34-6   48.43%     40.02%     32.90%     16.95%  
                    04-1-25-36   38.99%     39.98%     35.05%     19.09%  
                    015-26-3-4   50.94%     39.94%     33.58%     17.04%  
                    01-2-34-56   47.80%     39.93%     32.88%     17.54%  
                    015-23-4-6   57.86%     39.88%     34.99%     18.26%  
                    0-126-35-4   41.51%     39.82%     32.91%     15.88%  
                    0-13-25-46   41.51%     39.74%     36.79%     16.89%  
                    03-1-256-4   36.48%     39.64%     34.21%     16.27%  
                    01-236-4-5   54.72%     39.64%     35.09%     19.25%  
                    06-12-35-4   40.88%     39.55%     32.63%     15.90%  
                    0-1-2-3456   34.59%     39.45%     34.15%     18.01%  
                    06-1-23-45   38.99%     39.43%     35.67%     18.84%  
                    0-125-3-46   45.91%     39.42%     33.33%     16.53%  
                    0-1-234-56   42.77%     39.40%     35.73%     19.19%  
                    0-1-26-345   34.59%     39.40%     34.36%     18.16%  
                    0-16-23-45   38.36%     39.24%     35.29%     17.74%  
                    04-1-235-6   47.17%     39.21%     35.72%     20.14%  
                    0-14-23-56   42.77%     39.10%     36.28%     17.41%  
                    05-123-4-6   57.86%     39.08%     34.33%     17.25%  
                    0156-2-3-4   50.94%     39.05%     32.62%     15.56%  
                    025-1-36-4   39.62%     38.83%     31.36%     13.63%  
                    0-1236-4-5   57.86%     38.79%     34.81%     17.78%  
                    036-1-25-4   35.85%     38.76%     33.32%     15.09%  
                    05-12-34-6   44.03%     38.75%     30.96%     14.97%  
                    04-15-2-36   38.99%     38.65%     34.04%     16.85%  
                    0256-1-3-4   41.51%     38.62%     31.37%     14.08%  
                    04-16-25-3   38.36%     38.61%     33.75%     16.98%  
                    046-1-25-3   38.99%     38.60%     34.02%     17.91%  
                    04-1-2-356   37.11%     38.59%     33.87%     17.91%  
                    04-15-26-3   39.62%     38.52%     34.21%     17.11%  
                    016-23-4-5   53.46%     38.52%     34.01%     17.10%  
                    04-15-23-6   46.54%     38.46%     35.62%     18.32%  
                    01-25-34-6   50.31%     38.43%     32.39%     16.85%  
                    06-123-4-5   56.60%     38.42%     34.44%     17.34%  
                    0-135-2-46   42.14%     38.40%     35.57%     15.04%  
                    06-1-2-345   33.96%     38.36%     33.27%     16.89%  
                    0-126-34-5   43.40%     38.36%     31.34%     15.03%  
                    01-26-35-4   46.54%     38.29%     32.98%     16.73%  
                    04-1-236-5   45.28%     38.21%     35.52%     19.70%  
                    0-16-2-345   33.33%     38.16%     32.89%     15.79%  
                    05-12-3-46   41.51%     38.15%     31.40%     14.55%  
                    06-12-34-5   42.77%     38.09%     31.06%     15.06%  
