R:A::C:P,0 4,1 6,2 3 5
0 4,0.06274007682458387,0.028169014084507043,0.052496798975672214
1 6,0.1523687580025608,0.17797695262483995,0.16901408450704225
2 3 5,0.09475032010243278,0.09603072983354674,0.16645326504481434
