R:A::C:P,0 5,1 3,2 4 6
0 5,0.3941176470588235,0.31176470588235294,0.29411764705882354
1 3,0.3105590062111801,0.3333333333333333,0.35610766045548653
2 4 6,0.28010825439783493,0.2679296346414073,0.4519621109607578
