R:A::C:P,0 5,1 3,2 4 6
0 5,0.1580188679245283,0.12864077669902912,0.08992805755395683
1 3,0.35377358490566035,0.3907766990291262,0.30935251798561153
2 4 6,0.4882075471698113,0.48058252427184467,0.6007194244604317
