R:A::C:P,0 1,2 3 4 5,6
0 1,0.75,0.4823529411764706,0.5555555555555556
2 3 4 5,0.23026315789473684,0.4470588235294118,0.42592592592592593
6,0.019736842105263157,0.07058823529411765,0.018518518518518517
