R:A::C:P,0 1,2 3 4 5,6
0 1,0.504424778761062,0.36283185840707965,0.13274336283185842
2 3 4 5,0.26119402985074625,0.5671641791044776,0.17164179104477612
6,0.1875,0.75,0.0625
