R:A::C:P,0 3,1,2 6,4,5
0 3,0.28,0.20689655172413793,0.1527777777777778,0.2,0.1875
1,0.46,0.4827586206896552,0.4722222222222222,0.43333333333333335,0.4375
2 6,0.19,0.3103448275862069,0.2777777777777778,0.2,0.375
4,0.03,0.0,0.041666666666666664,0.16666666666666666,0.0
5,0.04,0.0,0.05555555555555555,0.0,0.0
