R:A::C:P,0 4,1 2 5,3,6
0 4,0.12955465587044535,0.048582995951417005,0.020242914979757085,0.016194331983805668
1 2 5,0.24696356275303644,0.2793522267206478,0.0931174089068826,0.0931174089068826
3,0.004048582995951417,0.024291497975708502,0.016194331983805668,0.004048582995951417
6,0.004048582995951417,0.008097165991902834,0.012145748987854251,0.0
