R:A::C:P,0 2,1,3,4 5 6
0 2,0.3853211009174312,0.4482758620689655,0.3142857142857143,0.40540540540540543
1,0.5045871559633027,0.4827586206896552,0.37142857142857144,0.43243243243243246
3,0.027522935779816515,0.034482758620689655,0.11428571428571428,0.05405405405405406
4 5 6,0.08256880733944955,0.034482758620689655,0.2,0.10810810810810811
