R:A::C:P,0 2,1,3,4 5 6
0 2,0.4375,0.13541666666666666,0.11458333333333333,0.3125
1,0.4824561403508772,0.12280701754385964,0.11403508771929824,0.2807017543859649
3,0.25,0.08333333333333333,0.3333333333333333,0.3333333333333333
4 5 6,0.36,0.04,0.28,0.32
