R:A::C:P,0 6,1 3,2,4 5
0 6,0.12284482758620689,0.08117816091954023,0.033764367816091954,0.09626436781609195
1 3,0.11637931034482758,0.11566091954022989,0.03879310344827586,0.07614942528735633
2,0.05531609195402299,0.0639367816091954,0.029454022988505746,0.04885057471264368
4 5,0.03017241379310345,0.035201149425287355,0.01867816091954023,0.03735632183908046
