R:A::C:P,0 6,1 3,2,4 5
0 6,0.37831858407079644,0.27427184466019416,0.27976190476190477,0.37222222222222223
1 3,0.3584070796460177,0.3907766990291262,0.32142857142857145,0.29444444444444445
2,0.17035398230088494,0.21601941747572814,0.24404761904761904,0.18888888888888888
4 5,0.09292035398230089,0.11893203883495146,0.15476190476190477,0.14444444444444443
