R:A::C:P,0,1,2 6,3 4,5
0,0.3150684931506849,0.1780821917808219,0.1506849315068493,0.2328767123287671,0.1232876712328767
1,0.21428571428571427,0.25,0.25,0.19285714285714287,0.09285714285714286
2 6,0.12411347517730496,0.1702127659574468,0.2553191489361702,0.3120567375886525,0.13829787234042554
3 4,0.12359550561797752,0.10112359550561797,0.30337078651685395,0.29213483146067415,0.1797752808988764
5,0.12280701754385964,0.12280701754385964,0.2631578947368421,0.2807017543859649,0.21052631578947367
