R:A::C:P,0,1 5,2 3 4,6
0,0.43243243243243246,0.32432432432432434,0.21621621621621623,0.02702702702702703
1 5,0.22851153039832284,0.3165618448637317,0.3480083857442348,0.1069182389937107
2 3 4,0.14222222222222222,0.2777777777777778,0.4533333333333333,0.12666666666666668
6,0.12531969309462915,0.2659846547314578,0.3836317135549872,0.22506393861892582
