R:A::C:P,0,1,2 3,4 5 6
0,0.10317460317460317,0.05555555555555555,0.007936507936507936,0.047619047619047616
1,0.1111111111111111,0.1746031746031746,0.11904761904761904,0.06349206349206349
2 3,0.031746031746031744,0.031746031746031744,0.1349206349206349,0.05555555555555555
4 5 6,0.015873015873015872,0.0,0.031746031746031744,0.015873015873015872
