R:A::C:P,antag,fool,protag
antag,0.13793103448275862,0.022988505747126436,0.1724137931034483
fool,0.05747126436781609,0.1724137931034483,0.034482758620689655
protag,0.12643678160919541,0.034482758620689655,0.2413793103448276
