6	(('0',), ('1',), ('2',), ('3',), ('4',), ('5',))
5	(('0', '1'), ('2',), ('3',), ('4',), ('5',))
4	(('0', '1', '2'), ('3',), ('4',), ('5',))
3	(('0', '1', '2', '3'), ('4',), ('5',))
2	(('0', '1', '2', '3', '5'), ('4',))
1	(('0', '1', '2', '3', '4', '5'),)
