R:A::C:P,0 4 6,1,2 3,5
0 4 6,0.28431372549019607,0.1694915254237288,0.1590909090909091,0.32
1,0.45588235294117646,0.5254237288135594,0.4318181818181818,0.16
2 3,0.22058823529411764,0.3050847457627119,0.3409090909090909,0.4
5,0.0392156862745098,0.0,0.06818181818181818,0.12
