R:A::C:P,0,1 6,2 4,3,5
0,0.08502024291497975,0.032388663967611336,0.03643724696356275,0.012145748987854251,0.004048582995951417
1 6,0.13765182186234817,0.10931174089068826,0.1417004048582996,0.06477732793522267,0.032388663967611336
2 4,0.032388663967611336,0.07692307692307693,0.0931174089068826,0.04048582995951417,0.020242914979757085
3,0.0,0.008097165991902834,0.016194331983805668,0.016194331983805668,0.008097165991902834
5,0.008097165991902834,0.004048582995951417,0.012145748987854251,0.008097165991902834,0.0
