R:A::C:P,0 1,2,3 6,4 5
0 1,0.776595744680851,0.5909090909090909,0.49206349206349204,0.5652173913043478
2,0.1595744680851064,0.22727272727272727,0.2857142857142857,0.2391304347826087
3 6,0.031914893617021274,0.06818181818181818,0.12698412698412698,0.08695652173913043
4 5,0.031914893617021274,0.11363636363636363,0.09523809523809523,0.10869565217391304
