R:A::C:P,0,1 2,3,4 6,5
0,0.16911764705882354,0.07509881422924901,0.05263157894736842,0.08717948717948718,0.08823529411764706
1 2,0.6102941176470589,0.6561264822134387,0.5789473684210527,0.49230769230769234,0.5098039215686274
3,0.029411764705882353,0.06719367588932806,0.09473684210526316,0.06153846153846154,0.0784313725490196
4 6,0.13970588235294118,0.1541501976284585,0.2,0.26153846153846155,0.20588235294117646
5,0.051470588235294115,0.04743083003952569,0.07368421052631578,0.09743589743589744,0.11764705882352941
