R:A::C:P,0,1,2 3,4,5 6
0,0.07446808510638298,0.02127659574468085,0.018617021276595744,0.018617021276595744,0.026595744680851064
1,0.125,0.08244680851063829,0.10106382978723404,0.05585106382978723,0.07712765957446809
2 3,0.02925531914893617,0.047872340425531915,0.0797872340425532,0.0425531914893617,0.07446808510638298
4,0.005319148936170213,0.0,0.007978723404255319,0.018617021276595744,0.005319148936170213
5 6,0.013297872340425532,0.005319148936170213,0.026595744680851064,0.015957446808510637,0.026595744680851064
