R:A::C:P,0 4,1 6,2 3,5
0 4,0.13963963963963963,0.07407407407407407,0.11271676300578035,0.08235294117647059
1 6,0.5540540540540541,0.6134259259259259,0.48554913294797686,0.5470588235294118
2 3,0.23648648648648649,0.25925925925925924,0.3179190751445087,0.29411764705882354
5,0.06981981981981981,0.05324074074074074,0.0838150289017341,0.07647058823529412
