R:A::C:P,0 6,1 5,2 3 4
0 6,0.37831858407079644,0.31683168316831684,0.30970149253731344
1 5,0.35398230088495575,0.37376237623762376,0.30970149253731344
2 3 4,0.2676991150442478,0.3094059405940594,0.3805970149253731
