R:A::C:P,0,1 3 6,2 4 5
0,0.43243243243243246,0.32432432432432434,0.24324324324324326
1 3 6,0.18077803203661327,0.4496567505720824,0.3695652173913043
2 4 5,0.14414414414414414,0.4346846846846847,0.42117117117117114
