R:A::C:P,0,1 3 6,2 4 5
0,0.12598425196850394,0.03934426229508197,0.03409090909090909
1 3 6,0.6220472440944882,0.6442622950819672,0.6117424242424242
2 4 5,0.25196850393700787,0.3163934426229508,0.3541666666666667
