R:A::C:P,0,1 3 6,2 4 5
0,0.022988505747126436,0.017241379310344827,0.01293103448275862
1 3 6,0.11350574712643678,0.2823275862068966,0.23204022988505746
2 4 5,0.04597701149425287,0.13864942528735633,0.1343390804597701
