R:A::C:P,antag,fool,protag
antag,0.4583333333333333,0.19230769230769232,0.35135135135135137
fool,0.16666666666666666,0.5769230769230769,0.10810810810810811
protag,0.375,0.23076923076923078,0.5405405405405406
