R:A::C:P,0 1 2 5,3 4,6
0 1 2 5,0.922077922077922,0.7692307692307693,0.9285714285714286
3 4,0.05844155844155844,0.18461538461538463,0.07142857142857142
6,0.01948051948051948,0.046153846153846156,0.0
