R:A::C:P,0 3,1 2 6,4,5
0 3,0.5,0.23809523809523808,0.21428571428571427,0.047619047619047616
1 2 6,0.44339622641509435,0.4056603773584906,0.0660377358490566,0.08490566037735849
4,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0
5,0.5,0.5,0.0,0.0
