R:A::C:P,antag,fool,protag
antag,0.13793103448275862,0.0,0.19540229885057472
fool,0.05747126436781609,0.1724137931034483,0.034482758620689655
protag,0.14942528735632185,0.022988505747126436,0.22988505747126436
