R:A::C:P,0 4,1 2 3,5 6
0 4,0.13963963963963963,0.10862068965517241,0.059782608695652176
1 2 3,0.5563063063063063,0.5948275862068966,0.45108695652173914
5 6,0.30405405405405406,0.296551724137931,0.4891304347826087
