R:A::C:P,0 1 2,3 6,4 5
0 1 2,0.6402439024390244,0.4148936170212766,0.42777777777777776
3 6,0.25609756097560976,0.45478723404255317,0.42777777777777776
4 5,0.10365853658536585,0.13031914893617022,0.14444444444444443
