R:A::C:P,0,1 3,2 6,4,5
0,0.12598425196850394,0.05339805825242718,0.02459016393442623,0.031578947368421054,0.029411764705882353
1 3,0.42913385826771655,0.3907766990291262,0.2923497267759563,0.34210526315789475,0.2411764705882353
2 6,0.3464566929133858,0.4368932038834951,0.5655737704918032,0.46842105263157896,0.6
4,0.031496062992125984,0.043689320388349516,0.060109289617486336,0.08421052631578947,0.052941176470588235
5,0.06692913385826772,0.07524271844660194,0.05737704918032787,0.07368421052631578,0.07647058823529412
