R:A::C:P,0,1 3,2 6,4,5
0,0.43243243243243246,0.2972972972972973,0.12162162162162163,0.08108108108108109,0.06756756756756757
1 3,0.22567287784679088,0.3333333333333333,0.22153209109730848,0.13457556935817805,0.08488612836438923
2 6,0.13213213213213212,0.2702702702702703,0.3108108108108108,0.13363363363363365,0.15315315315315314
4,0.1095890410958904,0.2465753424657534,0.3013698630136986,0.2191780821917808,0.1232876712328767
5,0.17708333333333334,0.3229166666666667,0.21875,0.14583333333333334,0.13541666666666666
