R:A::C:P,0,1 4 5,2 3,6
0,0.4117647058823529,0.3235294117647059,0.23529411764705882,0.029411764705882353
1 4 5,0.2753623188405797,0.38405797101449274,0.26811594202898553,0.07246376811594203
2 3,0.13793103448275862,0.35172413793103446,0.4068965517241379,0.10344827586206896
6,0.16216216216216217,0.43243243243243246,0.1891891891891892,0.21621621621621623
